Protocol,NumNodes,NodeSpeed,Source,Destination,PauseTime,AreaSize,TrafficType,PacketSize,TxRange,RxRange,SimTime,TrafficLoad,PDR,Throughput (kbps),AvgDelay (ms),LossRate,RoutingOverhead,PerformanceClass,EnergyUsed (J)
AODV,20,20,0,1,3,297,UDP,640,71,79,22,65,0.999,1186.359,0.716,0.001,4,High,361.988
AODV,20,15,0,1,3,207,UDP,768,99,51,24,26,0,0,0,0.983,1,Low,393.16
AODV,20,20,0,1,2,271,UDP,640,76,71,19,27,0,0,0,0.982,1,Low,311.245
AODV,20,20,0,1,3,272,UDP,512,91,56,23,49,0,0,0,0.988,1,Low,376.772
AODV,20,1,0,1,2,260,UDP,768,91,50,17,5,0,0,0,0.975,1,Low,278.49
AODV,20,1,0,1,0,201,UDP,512,94,74,23,56,0.999,1186.9,0.661,0.001,4,High,380.164
AODV,20,5,0,1,3,281,UDP,768,94,99,22,36,0,0,0,0.983,1,Low,360.393
AODV,20,10,0,1,4,296,UDP,640,74,71,17,52,0,0,0,0.98,1,Low,278.489
AODV,20,10,0,1,0,210,UDP,512,68,84,16,44,0,0,0,0.983,1,Low,262.104
AODV,20,10,0,1,1,234,UDP,640,91,78,21,97,0.868,953.85,5.53,0.132,7,High,347.849
AODV,20,20,0,1,2,281,UDP,768,69,56,22,76,0,0,0,0.983,1,Low,360.391
AODV,20,20,0,1,2,300,UDP,768,80,57,18,20,0,0,0,0.977,1,Low,294.862
AODV,20,5,0,1,5,248,UDP,512,71,96,15,45,0.912,1268.143,1.992,0.088,5,High,246.943
AODV,20,15,0,1,2,300,UDP,768,62,54,21,46,0,0,0,0.98,1,Low,344.005
AODV,20,15,0,1,2,233,UDP,768,97,71,16,45,0,0,0,0.974,1,Low,262.105
AODV,20,1,0,1,3,246,UDP,896,76,94,20,30,0,0,0,0.976,1,Low,327.631
AODV,20,10,0,1,2,299,UDP,896,100,95,20,11,0,0,0,0.976,1,Low,327.626
AODV,20,10,0,1,0,266,UDP,512,67,84,17,86,0,0,0,0.984,1,Low,278.484
AODV,20,5,0,1,0,281,UDP,512,50,77,18,34,0,0,0,0.985,1,Low,294.864
AODV,20,1,0,1,4,201,UDP,640,72,57,21,9,0.987,1743.325,0.981,0.013,5,High,345.662
AODV,20,5,0,1,0,282,UDP,512,56,51,24,84,0,0,0,0.989,1,Low,393.156
AODV,20,15,0,1,1,234,UDP,640,93,76,17,73,0,0,0,0.98,1,Low,278.488
AODV,20,10,0,1,3,208,UDP,896,80,73,19,58,0.987,1630.47,1.499,0.013,8,High,312.721
AODV,20,15,0,1,3,297,UDP,768,79,67,16,42,0,0,0,0.974,1,Low,262.1
AODV,20,20,0,1,5,243,UDP,640,54,68,24,59,0,0,0,0.986,1,Low,393.16
AODV,20,20,0,1,1,294,UDP,768,96,71,22,45,0,0,0,0.983,1,Low,360.394
AODV,30,5,0,1,4,265,UDP,640,65,91,19,21,0,0,0,0.982,1,Low,466.88
AODV,30,20,0,1,4,277,UDP,640,92,91,18,42,0.96,3535.689,2.613,0.04,21,High,445.801
AODV,30,20,0,1,2,245,UDP,768,68,100,21,55,0.988,1692.742,0.741,0.012,4,High,517.087
AODV,30,5,0,1,1,283,UDP,768,61,69,16,7,0,0,0,0.974,1,Low,393.156
AODV,30,15,0,1,0,212,UDP,640,83,66,16,12,0,0,0,0.978,1,Low,393.181
AODV,30,20,0,1,4,217,UDP,768,96,88,25,84,0,0,0,0.984,1,Low,614.314
AODV,30,20,0,1,1,285,UDP,640,56,77,20,81,0,0,0,0.983,1,Low,491.44
AODV,30,20,0,1,5,283,UDP,512,81,74,18,27,0,0,0,0.985,1,Low,442.306
AODV,30,20,0,1,0,251,UDP,896,92,82,23,26,1,1007.399,0.212,0,1,High,565.602
AODV,30,5,0,1,3,291,UDP,768,64,91,19,18,0,0,0,0.978,1,Low,466.875
AODV,30,1,0,1,5,222,UDP,768,83,57,19,14,1,1012.493,0.349,0,1,High,467.717
AODV,30,10,0,1,2,230,UDP,512,86,90,16,65,0,0,0,0.983,1,Low,393.174
AODV,30,1,0,1,0,288,UDP,896,87,93,16,46,1,1007.536,0.416,0,1,High,393.486
AODV,30,1,0,1,4,283,UDP,896,91,99,17,7,1,1007.694,0.918,0,4,High,418.912
AODV,30,1,0,1,3,242,UDP,768,72,66,24,62,0,0,0,0.983,1,Low,589.745
AODV,30,1,0,1,2,297,UDP,768,50,52,15,67,1,1012.587,0.373,0,1,High,369.098
AODV,30,15,0,1,0,245,UDP,768,81,81,15,62,0.91,1668.425,3.68,0.089,19,High,370.51
AODV,30,1,0,1,2,284,UDP,768,92,87,15,36,0,0,0,0.972,1,Low,368.586
AODV,30,10,0,1,0,296,UDP,512,63,63,18,33,0,0,0,0.985,1,Low,442.303
AODV,30,1,0,1,5,232,UDP,896,78,66,15,90,0.981,1852.606,1.738,0.019,8,High,370.61
AODV,30,5,0,1,3,243,UDP,768,85,65,15,87,0.982,1605.004,1.957,0.018,6,High,370.777
AODV,30,15,0,1,5,243,UDP,768,99,92,19,76,0,0,0,0.978,1,Low,466.881
AODV,30,15,0,1,5,222,UDP,640,84,60,22,10,1,1019.525,0.244,0,1,High,541.107
AODV,30,1,0,1,1,293,UDP,896,59,92,19,47,0,0,0,0.975,1,Low,466.875
AODV,30,15,0,1,0,233,UDP,512,59,54,24,49,0.323,646.444,46.717,0.668,35,Low,596.664
AODV,30,20,0,1,4,208,UDP,512,71,83,18,68,0.903,1880.262,2.949,0.097,17,High,445.909
AODV,30,20,0,1,3,286,UDP,640,94,74,22,29,0,0,0,0.984,1,Low,540.591
AODV,30,1,0,1,3,258,UDP,768,90,59,19,43,0.985,1883.267,1.555,0.015,11,High,468.873
AODV,30,15,0,1,3,282,UDP,512,65,85,16,99,0.999,1212.126,0.599,0.001,4,High,394.094
AODV,30,15,0,1,5,281,UDP,896,50,55,21,4,0,0,0,0.977,1,Low,516.022
AODV,30,1,0,1,3,262,UDP,512,51,84,15,77,0.981,1752.964,1.411,0.019,6,High,370.777
AODV,30,5,0,1,3,261,UDP,768,84,81,18,100,0,0,0,0.977,1,Low,442.303
AODV,30,20,0,1,1,277,UDP,768,81,78,22,88,0,0,0,0.983,1,Low,540.598
AODV,30,5,0,1,0,203,UDP,896,59,97,19,93,1,1007.46,0.403,0,1,High,467.93
AODV,30,20,0,1,0,204,UDP,768,100,90,21,87,0.899,3026.92,6.096,0.101,29,High,519.382
AODV,30,15,0,1,2,203,UDP,896,65,83,25,59,1,1842.363,0.657,0,7,High,616.224
AODV,30,20,0,1,2,263,UDP,640,59,73,18,75,0,0,0,0.981,1,Low,442.304
AODV,30,15,0,1,4,232,UDP,768,52,77,19,36,1,1012.493,0.468,0,1,High,468.067
AODV,30,1,0,1,2,251,UDP,512,78,91,16,65,0,0,0,0.983,1,Low,393.167
AODV,30,15,0,1,5,266,UDP,640,80,69,19,84,0,0,0,0.982,1,Low,466.874
AODV,30,1,0,1,2,294,UDP,768,80,68,22,60,0,0,0,0.983,1,Low,540.589
AODV,30,15,0,1,3,200,UDP,768,68,77,19,11,0.924,2030.372,9.02,0.076,15,High,471.812
AODV,30,10,0,1,4,270,UDP,640,89,71,15,29,0,0,0,0.977,1,Low,368.595
AODV,30,20,0,1,1,206,UDP,768,64,72,25,60,0,0,0,0.984,1,Low,614.331
AODV,30,5,0,1,3,210,UDP,896,89,87,20,3,0,0,0,0.976,1,Low,491.465
AODV,30,10,0,1,0,253,UDP,640,84,61,20,7,0,0,0,0.983,1,Low,491.454
AODV,30,1,0,1,0,281,UDP,768,75,51,19,40,0,0,0,0.978,1,Low,466.873
AODV,30,20,0,1,4,274,UDP,640,58,70,24,6,0,0,0,0.986,1,Low,589.741
AODV,30,20,0,1,5,246,UDP,768,57,82,21,62,0.937,10390.752,3.283,0.063,12,High,521.576
AODV,30,5,0,1,1,205,UDP,512,87,60,15,40,0.882,1630.225,3.112,0.118,15,High,371.079
AODV,30,5,0,1,5,235,UDP,896,62,53,17,13,0.92,2923.42,3.541,0.08,19,High,419.461
AODV,30,10,0,1,0,220,UDP,896,89,65,17,51,1,1007.519,0.217,0,1,High,418.155
AODV,30,10,0,1,4,231,UDP,896,84,99,21,49,1,1189.043,0.876,0,4,High,517.676
AODV,30,1,0,1,3,296,UDP,640,91,86,21,62,0,0,0,0.984,1,Low,516.012
AODV,30,15,0,1,0,250,UDP,768,50,70,16,40,0,0,0,0.974,1,Low,393.163
AODV,30,15,0,1,2,238,UDP,640,98,71,24,5,1,1019.476,0.365,0,1,High,590.837
AODV,30,20,0,1,0,281,UDP,768,89,50,24,1,0,0,0,0.983,1,Low,589.738
AODV,30,15,0,1,0,225,UDP,512,77,52,22,13,1,1357.04,0.656,0,7,High,542.216
AODV,30,15,0,1,5,235,UDP,512,84,72,21,83,1,1370.02,0.627,0,4,High,517.517
AODV,30,20,0,1,5,300,UDP,768,98,82,22,38,0,0,0,0.983,1,Low,540.592
AODV,30,10,0,1,4,250,UDP,640,58,74,15,70,0.98,2201.853,1.666,0.02,11,High,370.893
AODV,30,1,0,1,5,204,UDP,640,96,82,18,65,0,0,0,0.981,1,Low,442.318
AODV,30,15,0,1,3,265,UDP,768,68,59,18,77,0.951,1278.447,3.615,0.049,11,High,445.666
AODV,30,10,0,1,5,270,UDP,896,83,85,25,34,0.989,1785.737,1.582,0.011,5,High,616.557
AODV,30,5,0,1,2,213,UDP,640,99,60,24,1,1,1019.507,0.168,0,1,High,590.175
AODV,30,10,0,1,5,248,UDP,640,52,70,20,93,0,0,0,0.983,1,Low,491.453
AODV,30,1,0,1,3,262,UDP,768,98,51,18,45,0,0,0,0.977,1,Low,442.305
AODV,30,5,0,1,1,246,UDP,512,89,92,19,22,0,0,0,0.985,1,Low,466.876
AODV,30,1,0,1,1,224,UDP,896,87,94,15,87,0,0,0,0.967,1,Low,368.59
AODV,30,20,0,1,3,221,UDP,512,50,84,17,75,0.897,1936.927,5.397,0.103,22,High,422.798
AODV,30,5,0,1,5,288,UDP,896,63,78,16,85,0,0,0,0.969,1,Low,393.158
AODV,30,15,0,1,1,224,UDP,512,84,85,25,16,0,0,0,0.989,1,Low,614.324
AODV,30,10,0,1,0,269,UDP,640,100,88,24,1,1,1019.506,0.262,0,1,High,590.55
AODV,30,1,0,1,4,227,UDP,896,85,67,23,39,0.989,1650.74,1.287,0.011,8,High,568.323
AODV,30,5,0,1,1,235,UDP,768,83,78,22,73,0.968,1795.662,2.599,0.032,17,High,545.632
AODV,30,10,0,1,5,200,UDP,768,88,84,25,93,0.972,2919.155,2.737,0.028,9,High,620.965
AODV,30,10,0,1,5,263,UDP,768,100,57,20,56,0,0,0,0.979,1,Low,491.462
AODV,30,20,0,1,1,241,UDP,768,72,94,17,89,0.035,455.697,43.926,0.304,17,Low,420.374
AODV,30,15,0,1,3,246,UDP,768,52,97,16,66,0,0,0,0.974,1,Low,393.173
AODV,30,5,0,1,3,202,UDP,768,60,75,21,84,0,0,0,0.98,1,Low,516.04
AODV,30,10,0,1,1,257,UDP,768,61,88,17,22,0,0,0,0.975,1,Low,417.748
AODV,30,1,0,1,1,229,UDP,896,58,85,23,24,0.371,1347.106,29.195,0.624,33,Low,570.373
AODV,30,5,0,1,5,256,UDP,768,52,81,25,51,0,0,0,0.984,1,Low,614.315
AODV,30,1,0,1,4,272,UDP,768,83,96,18,91,0,0,0,0.977,1,Low,442.306
AODV,30,5,0,1,5,294,UDP,512,65,84,24,76,0,0,0,0.989,1,Low,589.732
AODV,30,5,0,1,3,233,UDP,640,98,85,21,34,0,0,0,0.984,1,Low,516.027
AODV,30,5,0,1,2,238,UDP,768,78,51,21,1,0,0,0,0.98,1,Low,516.026
AODV,30,1,0,1,0,232,UDP,512,99,67,19,100,1,1030.188,0.262,0,1,High,467.464
AODV,30,20,0,1,5,201,UDP,896,99,83,18,55,0.986,1253.619,1.491,0.014,8,High,445.275
AODV,30,10,0,1,1,221,UDP,768,72,88,17,97,0.002,481.155,203.4,0.312,9,Low,418.123
AODV,30,1,0,1,4,210,UDP,640,68,70,15,97,0,0,0,0.977,1,Low,368.601
AODV,30,15,0,1,1,277,UDP,512,66,50,24,19,0,0,0,0.989,1,Low,589.741
AODV,30,1,0,1,2,245,UDP,512,55,58,22,9,0.355,1306.339,30.182,0.641,30,Low,545.877
AODV,30,1,0,1,3,251,UDP,640,96,68,15,8,0,0,0,0.977,1,Low,368.587
AODV,30,15,0,1,5,245,UDP,896,100,91,20,8,0,0,0,0.976,1,Low,491.449
AODV,30,15,0,1,2,252,UDP,512,68,84,20,77,0.935,2353.056,1.776,0.065,8,High,495.124
AODV,30,20,0,1,1,245,UDP,768,90,100,25,13,0.989,1059.078,1.238,0.011,5,High,617.125
AODV,30,15,0,1,4,259,UDP,640,72,52,24,73,0,0,0,0.986,1,Low,589.749
AODV,30,20,0,1,1,268,UDP,768,90,61,24,57,0.989,2100.869,1.631,0.011,9,High,592.784
AODV,30,5,0,1,2,297,UDP,512,51,69,15,27,0,0,0,0.981,1,Low,368.59
AODV,30,15,0,1,2,235,UDP,768,94,52,23,85,0,0,0,0.982,1,Low,565.183
AODV,30,20,0,1,1,237,UDP,640,99,58,16,3,0,0,0,0.978,1,Low,393.176
AODV,30,1,0,1,5,300,UDP,768,78,62,16,12,0,0,0,0.974,1,Low,393.157
AODV,30,1,0,1,3,202,UDP,896,74,55,23,23,0.988,1800.535,1.704,0.012,17,High,567.346
AODV,30,1,0,1,3,270,UDP,896,79,57,23,9,0,0,0,0.979,1,Low,565.168
AODV,30,20,0,1,3,267,UDP,768,52,70,22,55,0,0,0,0.983,1,Low,540.597
AODV,30,10,0,1,4,245,UDP,896,78,53,22,39,1,1266.623,0.981,0,7,High,541.826
AODV,30,10,0,1,4,239,UDP,640,78,99,16,15,0,0,0,0.978,1,Low,393.165
AODV,30,10,0,1,5,200,UDP,512,71,63,15,7,1,1030.258,0.207,0,1,High,368.927
AODV,30,15,0,1,1,229,UDP,640,95,55,18,32,0.985,1232.975,1.698,0.015,11,High,445.169
AODV,30,15,0,1,5,223,UDP,640,76,64,20,92,0.961,2854.991,2.452,0.039,20,High,495.814
AODV,30,10,0,1,0,240,UDP,768,90,93,21,86,0,0,0,0.98,1,Low,516.032
AODV,30,20,0,1,5,253,UDP,896,98,54,25,97,0,0,0,0.981,1,Low,614.319
AODV,30,15,0,1,3,255,UDP,768,79,80,20,26,0.845,8048.05,5.549,0.155,17,High,497.62
AODV,30,10,0,1,5,264,UDP,640,88,76,25,54,0.988,1420.694,1.425,0.012,6,High,617.047
AODV,30,15,0,1,3,288,UDP,896,93,51,18,92,0.787,1233.091,7.861,0.213,11,Medium,446.013
AODV,30,20,0,1,0,282,UDP,896,91,100,23,27,0,0,0,0.979,1,Low,565.168
AODV,30,20,0,1,1,242,UDP,896,54,96,22,90,0,0,0,0.983,1,Low,540.594
AODV,30,20,0,1,1,289,UDP,768,72,95,25,71,0,0,0,0.984,1,Low,614.313
AODV,30,1,0,1,4,206,UDP,512,91,63,21,22,0.987,1416.98,0.954,0.013,5,High,517.964
AODV,30,20,0,1,3,270,UDP,640,58,96,20,100,0.963,1630.558,2.195,0.037,8,High,495.254
AODV,30,10,0,1,4,269,UDP,768,95,82,16,3,0.982,1977.603,1.917,0.018,9,High,395.634
AODV,30,20,0,1,3,253,UDP,768,58,71,25,48,0.983,1276.942,2.113,0.017,8,High,617.643
AODV,30,5,0,1,3,237,UDP,768,97,74,21,38,0.054,2096.641,39.284,0.421,28,Low,518.409
AODV,30,15,0,1,4,294,UDP,640,79,66,16,6,0,0,0,0.978,1,Low,393.159
AODV,30,20,0,1,0,234,UDP,896,60,51,16,27,0,0,0,0.969,1,Low,393.162
AODV,30,15,0,1,0,260,UDP,640,60,51,15,44,0,0,0,0.977,1,Low,368.594
AODV,30,15,0,1,2,218,UDP,768,62,96,21,95,0,0,0,0.98,1,Low,516.041
AODV,30,1,0,1,3,285,UDP,768,73,83,16,33,0,0,0,0.974,1,Low,393.155
AODV,30,15,0,1,2,234,UDP,512,78,69,20,1,0.999,1646.302,0.783,0.001,12,High,493.467
AODV,30,10,0,1,3,259,UDP,512,97,65,25,2,0,0,0,0.989,1,Low,614.311
AODV,30,15,0,1,4,272,UDP,512,54,58,19,33,0.999,1152.807,0.637,0.001,4,High,468.355
AODV,30,5,0,1,1,249,UDP,768,54,70,17,59,0,0,0,0.975,1,Low,417.732
AODV,30,15,0,1,1,270,UDP,768,67,95,23,5,1,1353.929,0.705,0,4,High,567.118
AODV,30,10,0,1,2,253,UDP,896,71,58,23,9,0,0,0,0.979,1,Low,565.177
AODV,30,15,0,1,2,215,UDP,640,59,73,23,55,0,0,0,0.985,1,Low,565.188
AODV,30,20,0,1,0,208,UDP,768,62,63,16,42,0.9,1948.061,3.46,0.1,17,High,396.254
AODV,30,10,0,1,3,251,UDP,640,68,99,17,5,1,1019.603,0.188,0,1,High,418.007
AODV,30,10,0,1,3,239,UDP,896,55,58,20,24,0.934,2287.552,3.028,0.066,12,High,494.235
AODV,30,5,0,1,4,277,UDP,512,57,94,19,55,0,0,0,0.985,1,Low,466.874
AODV,30,5,0,1,5,235,UDP,640,92,62,23,50,0.951,5864.086,4.207,0.049,20,High,570.097
AODV,30,1,0,1,1,266,UDP,896,86,84,18,13,0,0,0,0.973,1,Low,442.312
AODV,30,15,0,1,3,240,UDP,512,59,61,24,53,0.999,1199.917,0.599,0.001,4,High,591.835
AODV,30,5,0,1,0,224,UDP,768,65,52,17,66,1,1012.544,0.191,0,1,High,418.325
AODV,30,10,0,1,4,241,UDP,896,65,78,19,97,0.961,7585.416,3.452,0.039,11,High,471.994
AODV,30,10,0,1,0,277,UDP,512,61,87,15,18,0.999,1357.561,0.673,0.001,4,High,369.802
AODV,30,15,0,1,5,241,UDP,768,90,56,15,78,1,1225.352,0.497,0,4,High,369.047
AODV,30,5,0,1,3,236,UDP,512,77,92,23,81,0.999,1541.532,0.565,0.001,10,High,567.016
AODV,30,20,0,1,0,247,UDP,768,67,51,22,47,0.485,432.315,29.485,0.498,51,Low,548.531
AODV,30,5,0,1,4,281,UDP,512,99,98,16,93,0,0,0,0.983,1,Low,393.163
AODV,40,20,0,1,5,236,UDP,512,62,97,19,54,0.363,706.084,48.612,0.614,33,Low,630.664
AODV,40,20,0,1,2,233,UDP,768,55,96,18,88,1,1217.084,0.779,0,4,High,591.701
AODV,40,10,0,1,5,270,UDP,640,81,94,23,77,0,0,0,0.985,1,Low,753.567
AODV,40,10,0,1,0,274,UDP,512,61,55,22,76,0,0,0,0.988,1,Low,720.818
AODV,40,1,0,1,1,237,UDP,512,65,78,19,89,0.931,1835.519,2.051,0.069,17,High,626.031
AODV,40,20,0,1,4,219,UDP,768,61,60,18,77,0.82,2647.677,76.539,0.172,88,High,599.556
AODV,40,10,0,1,5,292,UDP,896,73,50,24,58,0,0,0,0.98,1,Low,786.332
AODV,40,10,0,1,5,252,UDP,640,61,66,22,54,0.451,658.38,15.003,0.535,34,Low,727.832
AODV,40,15,0,1,4,244,UDP,896,91,82,23,58,0.987,3532.264,6.122,0.012,31,High,757.546
AODV,40,10,0,1,2,211,UDP,512,77,100,17,93,0.897,2029.331,2.316,0.103,10,High,560.651
AODV,40,15,0,1,2,249,UDP,768,70,68,24,66,0.97,4830.541,2.358,0.03,9,High,791.292
AODV,40,10,0,1,4,255,UDP,512,71,93,17,76,0.277,814.527,61.733,0.718,30,Low,561.834
AODV,40,15,0,1,3,272,UDP,512,82,89,21,96,0,0,0,0.987,1,Low,688.046
AODV,40,10,0,1,2,289,UDP,768,80,62,24,29,0.678,882.167,60.78,0.296,14,Medium,801.124
AODV,40,15,0,1,5,227,UDP,896,53,61,25,62,1,2247.977,0.98,0,7,High,821.5
AODV,40,5,0,1,2,238,UDP,768,83,91,18,21,0.495,6995.942,31.838,0.493,81,Low,598.936
AODV,40,5,0,1,2,299,UDP,768,58,85,25,75,0,0,0,0.984,1,Low,819.087
AODV,40,15,0,1,3,242,UDP,512,98,67,22,36,0.999,1159.595,0.582,0.001,4,High,722.798
AODV,40,10,0,1,1,245,UDP,640,71,89,21,48,0.628,1572.95,13.692,0.37,42,Medium,695.277
AODV,40,15,0,1,2,263,UDP,768,57,64,20,94,1,1156.606,0.783,0,4,High,656.634
AODV,40,10,0,1,2,251,UDP,640,91,69,19,50,0,0,0,0.982,1,Low,622.526
AODV,40,15,0,1,3,276,UDP,896,65,51,18,98,0,0,0,0.973,1,Low,589.742
AODV,40,10,0,1,5,258,UDP,512,71,80,17,69,0,0,0,0.984,1,Low,556.988
AODV,40,20,0,1,1,259,UDP,512,54,86,17,16,1,1341.461,0.525,0,5,High,557.796
AODV,40,1,0,1,1,200,UDP,512,86,56,25,9,0.968,2467.12,2.274,0.032,20,High,824.009
AODV,40,10,0,1,1,258,UDP,640,88,93,24,12,0.989,2243.232,1.53,0.011,7,High,789.655
AODV,40,15,0,1,3,280,UDP,768,60,74,25,68,1,1159.861,0.59,0,4,High,820.751
AODV,40,10,0,1,3,203,UDP,896,68,57,17,70,0.495,8802.886,16.945,0.502,102,Low,560.465
AODV,40,5,0,1,4,208,UDP,512,63,54,20,61,0.895,7236.808,8.744,0.105,74,High,659.901
AODV,40,20,0,1,1,298,UDP,640,53,93,24,16,0,0,0,0.986,1,Low,786.324
AODV,40,5,0,1,3,299,UDP,512,81,96,18,58,0,0,0,0.985,1,Low,589.749
AODV,40,5,0,1,5,263,UDP,512,54,68,15,83,0.877,6891.404,3.658,0.123,21,High,494.722
AODV,40,1,0,1,2,218,UDP,896,50,84,22,92,0.941,2883.853,7.155,0.059,39,High,725.267
AODV,40,20,0,1,0,278,UDP,768,55,70,16,64,0,0,0,0.974,1,Low,524.225
AODV,40,5,0,1,0,268,UDP,640,70,78,25,3,1,1019.492,0.316,0,1,High,820.141
AODV,40,5,0,1,0,293,UDP,896,83,99,25,12,0,0,0,0.981,1,Low,819.084
AODV,40,1,0,1,4,272,UDP,640,78,74,21,93,0,0,0,0.984,1,Low,688.036
AODV,40,15,0,1,5,299,UDP,768,72,95,23,58,0,0,0,0.982,1,Low,753.561
AODV,40,10,0,1,3,244,UDP,896,84,84,23,72,0.989,1658.538,1.657,0.011,11,High,756.68
AODV,40,20,0,1,0,220,UDP,512,52,97,23,51,1,1030.153,0.172,0,1,High,754.393
AODV,40,5,0,1,1,274,UDP,512,55,99,18,44,1,1269.221,0.592,0,4,High,592.329
AODV,40,20,0,1,5,222,UDP,768,77,73,25,89,0.758,7012.279,16.151,0.242,83,Medium,829.969
AODV,40,1,0,1,3,234,UDP,640,58,97,20,13,0.754,9347.987,9.529,0.246,73,Medium,662.894
AODV,40,5,0,1,3,240,UDP,896,55,74,24,47,0.947,2545.845,4.784,0.053,24,High,792.295
AODV,40,20,0,1,1,256,UDP,768,86,75,24,31,0,0,0,0.983,1,Low,786.34
AODV,40,1,0,1,3,280,UDP,768,78,51,20,72,0.769,724.858,48.171,0.214,6,Medium,665.392
AODV,40,1,0,1,2,227,UDP,896,58,90,23,57,0.797,1325.624,4.682,0.203,28,Medium,757.263
AODV,40,10,0,1,1,290,UDP,640,100,85,20,59,0.846,4550.889,8.984,0.154,60,High,662.024
AODV,40,5,0,1,1,209,UDP,896,86,64,24,9,0.989,2178.235,1.046,0.011,7,High,788.804
AODV,40,5,0,1,3,240,UDP,512,73,52,24,76,0,0,0,0.989,1,Low,786.343
AODV,40,10,0,1,2,223,UDP,640,84,98,18,54,1,1971.573,0.532,0,7,High,591.245
AODV,40,10,0,1,5,241,UDP,768,100,83,15,25,0.982,1736.362,1.299,0.018,5,High,493.195
AODV,40,20,0,1,0,205,UDP,512,53,69,19,39,0,0,0,0.985,1,Low,622.549
AODV,40,10,0,1,4,237,UDP,896,96,95,25,10,0.921,1299.182,6.219,0.078,19,High,826.049
AODV,40,10,0,1,2,295,UDP,896,92,61,20,90,0,0,0,0.976,1,Low,655.271
AODV,40,15,0,1,1,296,UDP,512,96,61,18,56,0,0,0,0.985,1,Low,589.747
AODV,40,10,0,1,0,206,UDP,640,68,85,20,96,0.007,1853.656,82.32,0.419,19,Low,658.132
AODV,40,20,0,1,2,226,UDP,512,62,60,17,87,0.999,1494.887,0.577,0.001,4,High,559.093
AODV,40,10,0,1,5,268,UDP,896,50,100,15,51,0.951,7587.205,3.464,0.049,11,High,495.288
AODV,40,1,0,1,2,264,UDP,640,57,99,19,16,0,0,0,0.982,1,Low,622.514
AODV,40,1,0,1,0,252,UDP,640,95,88,24,18,0.832,3988.263,6.953,0.168,41,High,795.145
AODV,40,10,0,1,2,210,UDP,640,54,54,15,42,0.98,1268.512,1.662,0.02,6,High,493.813
AODV,40,10,0,1,0,265,UDP,640,63,90,21,11,1,1640.133,0.845,0,7,High,689.96
AODV,40,1,0,1,4,204,UDP,512,68,76,22,78,0.716,2383.68,21.483,0.269,85,Medium,731.165
AODV,40,1,0,1,3,271,UDP,896,100,51,17,73,0,0,0,0.971,1,Low,556.989
AODV,40,1,0,1,1,254,UDP,512,77,90,15,10,0.591,1824.438,16.222,0.396,46,Medium,496.663
AODV,40,20,0,1,1,204,UDP,896,53,54,17,79,1,1296.648,0.241,0,5,High,557.477
AODV,40,15,0,1,1,262,UDP,640,96,80,22,58,0.34,1053.692,17.501,0.656,26,Low,725.044
AODV,40,20,0,1,5,258,UDP,896,87,63,22,70,0,0,0,0.983,1,Low,720.804
AODV,40,20,0,1,4,281,UDP,768,82,92,15,8,0,0,0,0.972,1,Low,491.458
AODV,40,15,0,1,0,292,UDP,768,72,64,15,69,1,1012.598,0.194,0,1,High,491.789
AODV,40,20,0,1,5,277,UDP,896,80,67,23,46,0,0,0,0.979,1,Low,753.567
AODV,40,5,0,1,2,288,UDP,768,59,57,23,7,0,0,0,0.982,1,Low,753.566
AODV,40,1,0,1,2,258,UDP,640,68,89,23,33,0,0,0,0.985,1,Low,753.575
AODV,40,20,0,1,3,258,UDP,768,53,99,19,14,0,0,0,0.978,1,Low,622.518
AODV,40,20,0,1,2,201,UDP,512,75,78,15,39,1,1030.259,0.176,0,1,High,492.052
AODV,40,20,0,1,0,259,UDP,896,66,59,21,82,0,0,0,0.977,1,Low,688.047
AODV,40,20,0,1,3,228,UDP,896,98,87,22,95,0.905,1765.904,3.188,0.095,11,High,726.347
AODV,40,20,0,1,4,268,UDP,768,53,52,21,9,1,1642.681,0.758,0,7,High,690.141
AODV,40,15,0,1,4,274,UDP,896,59,75,18,79,0.985,2111.615,4.47,0.015,15,High,592.367
AODV,40,20,0,1,4,202,UDP,640,59,66,18,55,0.639,6947.421,25.748,0.353,116,Medium,596.865
AODV,40,20,0,1,4,220,UDP,768,98,50,19,45,0.614,1760.859,4.045,0.001,26,Medium,624.995
AODV,40,20,0,1,1,272,UDP,512,57,93,24,92,0,0,0,0.989,1,Low,786.331
AODV,40,5,0,1,5,269,UDP,512,86,61,18,24,0,0,0,0.985,1,Low,589.748
AODV,40,20,0,1,1,282,UDP,640,97,58,16,21,0,0,0,0.978,1,Low,524.223
AODV,40,5,0,1,0,274,UDP,896,87,67,21,33,0.59,3313.677,23.614,0.407,18,Medium,694.074
AODV,40,1,0,1,5,214,UDP,512,58,84,25,74,1,1030.136,0.232,0,1,High,820.332
AODV,40,15,0,1,5,284,UDP,896,82,82,23,94,0,0,0,0.979,1,Low,753.562
AODV,40,1,0,1,1,294,UDP,768,99,75,24,34,0,0,0,0.983,1,Low,786.342
AODV,40,5,0,1,3,232,UDP,896,61,97,23,93,0.989,1342.969,3.475,0.011,11,High,755.553
AODV,40,15,0,1,2,297,UDP,640,98,81,24,71,0.999,1309.392,0.681,0,4,High,788.968
AODV,40,10,0,1,5,297,UDP,768,74,69,20,58,0,0,0,0.979,1,Low,655.27
